,SentenceID,sentence,source,IntervsIntra,CauseEffect,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CE,ModelCM,EXPorIMP,sentential_scope,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope,Model,Prompt style,Score,CauseEffect_checked,CauseEffect_is_list
466621,1978.0,"""Although many plants do prefer slightly basic soil ( including vegetables like cabbage and fodder like buffalo grass ) , most plants prefer a mildly acidic soil ( with pHs between 6.0 and 6.8 ) , and alkaline soils can cause problems .""",medcaus.csv,Intrasentencial,"[('and alkaline', nan), ('and alkaline', 'cause')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
466982,2072.0,This is because the malignant thymus is incapable of appropriately educating developing thymocytes to eliminate self - reactive T cells .,medcaus.csv,Intrasentencial,"[(nan, nan), ('the malignant thymus is incapable of appropriately educating developing thymocytes to eliminate self - reactive T cells', 'This is')]",explicit,Yes,"['cause', 'because']",2e,"[('the malignant thymus', 'is incapable of appropriately educating developing thymocytes to eliminate self - reactive T cells')]","[('because',)]",['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
467040,801.0,Although infection with Hepatocystis does not normally cause fever it may cause anaemia in the host .,medcaus.csv,Intrasentencial,"[('infection with Hepatocystis', nan)]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
467105,2058.0,Tests for autoantibodies associated with morphea have shown results in higher frequencies of anti - histone and anti - topoisomerase IIa antibodies .,medcaus.csv,Intrasentencial,"[('Tests for autoantibodies associated with morphea have shown', 'in higher frequencies of anti - histone and anti - topoisomerase IIa antibodies'), (nan, nan)]",explicit,Yes,['results in'],2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
467344,2078.0,"This results in differentiation , survival and proliferation of the erythroid cell .",medcaus.csv,Intrasentencial,"[(nan, nan), ('This', 'differentiation , survival and proliferation of the erythroid cell')]",explicit,Yes,['results in'],2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
467594,2027.0,Bladder infections may cause reflux due to the elevated pressures associated with inflammation .,medcaus.csv,Intrasentencial,"[(nan, nan), ('Bladder infections', 'reflux')]",explicit,Yes,"['cause', 'due to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
468380,2051.0,Rheumatic fever is caused by the antibodies created by the immune system to fight off the infection cross - reacting with other proteins in the body .,medcaus.csv,Intrasentencial,"[('the antibodies created by the immune system to fight off the infection cross - reacting with other proteins in the body', 'Rheumatic fever'), ('the antibodies created by the immune system to fight off the infection cross - reacting with other proteins in the body', nan)]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
468827,713.0,"""The generally accepted therapeutic approach is intensified multiple insulin injection therapy ; however , this may cause development of retinopathy if the blood sugars are adjusted too quickly .""",medcaus.csv,Intrasentencial,"[('`` The generally accepted therapeutic approach is intensified multiple insulin injection cause development of retinopathy if the blood sugars are adjusted too', nan)]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
468870,1213.0,Generally wall mosaics have not survived in the region because of the destruction of buildings but the St. Catherine 's Monastery is exceptional .,medcaus.csv,Intrasentencial,"[(nan, 'Generally wall mosaics have not survived in the region')]",explicit,No,"['cause', 'because']",2a,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
469001,2069.0,This could be partly because it persists for over 11 hours in synovial fluids .,medcaus.csv,Intrasentencial,"[(nan, nan), ('it persists for over 11 hours in synovial fluids', 'This')]",explicit,Yes,"['cause', 'because']",2e,"[('it persists for over 11 hours in synovial fluids', 'This could be partly')]","[('could be partly because',)]",['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
469151,1997.0,"""Mechanical or thermal processing , such as bending , striking , or annealing may cause the hydrogen to precipitate out of solution , by degassing .""",medcaus.csv,Intrasentencial,"[('`` Mechanical or thermal , such as , or', 'cause the to precipitate out of'), (nan, nan)]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
469598,2039.0,It can also be caused by pulmonary atelectasis ( partial or complete deflation of one or more lobes of the lungs ) as observed in asthma or pneumothorax .,medcaus.csv,Intrasentencial,"[('pulmonary atelectasis', 'It can'), (nan, nan)]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
469823,2024.0,A noise causes the tympanum to vibrate and the sound is transmitted to the middle and inner ear .,medcaus.csv,Intrasentencial,"[('A noise', 'the tympanum to vibrate'), (nan, nan)]",explicit,Yes,"['cause', 'causes']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
470303,2017.0,"""This is partly due to the fact that not all Urbach - Wiethe patients exhibit calcifications , but also because similar lesions can be formed from other diseases such as herpes simplex and encephalitis .""",medcaus.csv,Intrasentencial,"[('to the fact that not all Urbach - Wiethe patients exhibit but because similar lesions can be formed from other diseases such as herpes simplex and', '``'), (nan, nan)]",explicit,Yes,"['cause', 'because', 'due to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
470800,2084.0,When a frog shoots out its tongue to catch an insect it is reacting to a small moving object that it can not see well and must line it up precisely beforehand because it shuts its eyes as the tongue is extended .,medcaus.csv,Intrasentencial,"[(nan, nan), ('it shuts its eyes as the tongue is extended', 'must line it up precisely beforehand')]",explicit,Yes,"['cause', 'because']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
470813,881.0,"""Examples are the conversion of harmless strains of Corynebacterium diphtheriae or Vibrio cholerae by bacteriophages to highly virulent ones , which cause diphtheria or cholera , respectively .""",medcaus.csv,Intrasentencial,"[('are the conversion of harmless strains of Corynebacterium diphtheriae or Vibrio cholerae by bacteriophages to highly virulent cause diphtheria or cholera ,', nan)]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
470819,2076.0,This resulted in the development of frog farming and a global trade in frogs .,medcaus.csv,Intrasentencial,"[(nan, nan), ('This', 'the development of frog farming and a global trade in frogs')]",explicit,Yes,['resulted in'],2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
470929,2037.0,Iron deficiency anemia may also be refractory as a manifestation of gastrointestinal problems which disrupt iron absorption or cause occult bleeding .,medcaus.csv,Intrasentencial,"[(nan, nan), ('manifestation of gastrointestinal problems', 'disrupt iron absorption or cause occult bleeding')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
471049,2086.0,in the segmoid type ) due to the effect of traction on the pedicle of the lesion caused by straining and emptying of the bowel and bladder .,medcaus.csv,Intrasentencial,"[(nan, nan), ('straining and emptying of the bowel and bladder', 'the effect of traction on the pedicle of the lesion')]",explicit,Yes,"['cause', 'caused', 'effect', 'due to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
471087,2040.0,It can also cause a wide array of kidney diseases and kidney failure .,medcaus.csv,Intrasentencial,"[(nan, nan), ('It', 'a wide array of kidney diseases and kidney failure')]",explicit,Yes,['cause'],2e,"[('It', 'a wide array of kidney diseases and kidney failure')]","[('can',)]",['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
471159,2041.0,It can also cause headaches and gastrointestinal complications such as abdominal pain and nausea .,medcaus.csv,Intrasentencial,"[(nan, nan), ('It', 'headaches and gastrointestinal complications such as abdominal pain and nausea')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
471369,843.0,"Choledocholithiasis ( chronic or acute).Cirrhosis may cause normal , moderately high or high levels of bilirubin , depending on exact features of the cirrhosis .",medcaus.csv,Intrasentencial,"[('.', nan)]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
471405,1994.0,"""It can cause excruciating pain to humans , sometimes followed by death .""",medcaus.csv,Intrasentencial,"[(nan, nan), ('``', 'cause excruciating pain to , sometimes followed by')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
471527,2077.0,This results in a decrease in the transcription of important genes encoding for neurotrophins,medcaus.csv,Intrasentencial,"[('This', 'a decrease in the transcription of important genes encoding for neurotrophins'), (nan, nan)]",explicit,Yes,['results in'],2e,"[('This', 'a decrease in the transcription of important genes encoding for neurotrophins')]","[('implicit',)]",['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
472025,2066.0,They are removed because of their tendency to become malignant and to lead to colon cancer .,medcaus.csv,Intrasentencial,"[(nan, nan), ('their tendency to become malignant and to lead to colon cancer', 'They are removed')]",explicit,Yes,"['cause', 'lead to', 'because']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
472603,2071.0,"This is a key mechanism in anaphylaxis , and is thought to be caused when histamine releases nitric oxide , endothelium - derived hyperpolarizing factors and other compounds from the endothelial cells .",medcaus.csv,Intrasentencial,"[('histamine releases nitric oxide , endothelium - derived hyperpolarizing factors and other compounds from the endothelial cells', 'a key mechanism in anaphylaxis'), (nan, nan)]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Chain Of Thought,,,False
473361,1982.0,"""During the development of an addiction , the repeated association of otherwise neutral and even non - rewarding stimuli with drug consumption triggers an associative learning process that causes these previously neutral stimuli to act as conditioned positive reinforcers of addictive drug use ( i.e. , these stimuli start to function as drug cues ) .""",medcaus.csv,Intrasentencial,"[(', the repeated association of otherwise neutral and even non - rewarding stimuli with drug consumption triggers an associative learning', 'causes these previously neutral stimuli to act as conditioned positive reinforcers of addictive drug'), (nan, nan)]",explicit,Yes,"['cause', 'causes', 'trigger', 'triggers']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Least To Most,,,False
473405,1976.0,"""A person with sideroblastic anemia ( a defect in heme synthesis , commonly caused by alcoholism , but also drugs / toxins , nutritional deficiencies , a few acquired and rare congenital diseases ) can have a dimorphic smear from the sideroblastic anemia alone .""",medcaus.csv,Intrasentencial,"[('by', '-LRB- a defect in heme'), (nan, nan)]",explicit,Yes,"['cause', 'caused']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Least To Most,,,False
473560,1977.0,"""After vasectomy , the membranes must increase in size to absorb and store more fluid ; this triggering of the immune system causes more macrophages to be recruited to break down and reabsorb more solid content .""",medcaus.csv,Intrasentencial,"[(nan, nan), ('`` After vasectomy , the membranes must increase in size to absorb and store more fluid ; this triggering of the immune', 'causes more macrophages to be recruited to break down and reabsorb more solid')]",explicit,Yes,"['cause', 'causes', 'trigger', 'triggering']",2e,,,[],[],0.0,incorrect,incorrect,incorrect,Mistral-7B-Instruct-v0.3,Least To Most,,,False
473665,804.0,"Helminth ova can not be inactivated with chlorine , UV light or ozone ( in the latter case at least not with economical doses because > 36 mg / L ozone are needed with 1 hour contact time ) .",medcaus.csv,Intrasentencial,"[(nan, 'Helminth ova can not be inactivated with ozone at least not with economical doses because > 36 mg / L ozone are needed with 1 hour contact time')]",explicit,No,"['cause', 'because']",2a,"[('Helminth ova', 'cannot be inactivated with chlorine'), ('UV light or ozone', 'cannot be inactivated')]",,"['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.0,incorrect,correct,correct,Mistral-7B-Instruct-v0.3,Least To Most,,,False
474003,2074.0,This occurs because cocaine 's absorption is slowed by its constricting effect on the blood vessels of the nose .,medcaus.csv,Intrasentencial,"[(""cocaine 's absorption is slowed by its constricting effect on the blood vessels of the nose"", 'This occurs'), (nan, nan)]",explicit,Yes,"['cause', 'effect', 'because']",2e,"[('This occurs', ""'s absorption is slowed by its constricting effect on the blood vessels of the nose"")]","[('because',)]",['explicit'],['intrasentential'],0.0,incorrect,correct,correct,Mistral-7B-Instruct-v0.3,Least To Most,,,False
474139,2013.0,"""The supporting cells contain chemosensors , which , together with the mechanoreceptor on the cnidocyte ( cnidocil ) , allow only the right combination of stimuli to cause discharge , such as prey swimming , and chemicals found in prey cuticle or cuteous tissue .""",medcaus.csv,Intrasentencial,"[('`` The supporting cells contain , , together with the mechanoreceptor on the -LRB- , allow only the right combination of', 'cause , such as prey , and chemicals found in prey cuticle or cuteous'), (nan, nan)]",explicit,Yes,['cause'],2e,"[('The supporting cells contain chemosensors and the mechanoreceptor on the cnidocyte ( cnidocil )', 'allow only the right combination of stimuli to cause discharge'), ('prey swimming', 'and chemicals found in prey cuticle or cuteous tissue')]","[('which',)]","['explicit', 'explicit']","['intrasentential', 'intrasentential']",0.0,incorrect,correct,correct,Mistral-7B-Instruct-v0.3,Least To Most,,,False
