S/N,sentence,source,IntervsIntra,CauseEffect,implicit_vs_explicit,multiple_c_e,causal_marker,ExpTag,CE,ModelCM,EXPorIMP,sentential_scope,EvalCE,EvalModelCM,EvalEXPorIMP,Evalsentential_scope
6631,"The direct comparison made in the query between being pexu vs. not being pexu shows that the probability of seeing rukz is naturally higher in individuals who are not pexu (92%) compared to those who are pexu (57%). Thus, switching from being pexu to not being pexu would actually increase the likelihood of encountering rukz, not decrease it.",CausalBench_Text_Part.csv,Intrasentencial,"[('""switching from being pexu to not being pexu"",', '""would actually increase the likelihood of encountering rukz, not decrease it""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
1988,"""However , this side effect can not be avoided merely by using a COX-2 selective inhibitor because , """" Both isoforms of COX , COX-1 and COX-2 , are expressed in the kidney ...""",medcaus.csv,Intrasentencial,"[("", '' '' Both isoforms of COX , COX-1 and COX-2 , are expressed in the"", ', this side effect can not be avoided merely by using a COX-2 selective'), (""'' '' Both isoforms COX , COX-1 COX-2 , are expressed in"", ', this side effect can not be avoided merely by using a COX-2 selective'), ("", '' '' Both isoforms of COX , COX-1 and COX-2 , are expressed in"", ', this side effect can not be avoided merely by using a COX-2 selective')]",explicit,Yes,"['cause', 'effect', 'because']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
8607,The boy flinched. The girl poked him.,copa,Intersentential,"[(The girl poked him.), (The boy flinched.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
5950,"Eventually , the Philippines reversed its withdrawal of support and announced that it accepted the hosting of the Games on 16 August 2017 .",ECI-B_MAVEN-ERE_EN.csv,Intrasentencial,"[('the philippines reversed its withdrawal of support', 'it accepted hosting the games on 16 august 2017')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
3667,"[Venus Williams, of the United States, pumps her first after defeating Vesna Dolonts, of Russia, 6-4, 6-3 during the first round of the U.S. Open tennis tournament in New York, Monday, Aug. (AP Photo/Charles Krupa)]AP - Venus Williams pulled out of the U.S. Open shortly before her second-round match Wednesday, saying she was diagnosed with Sjogren's Syndrome, an autoimmune disease that causes fatigue and joint pain.",CauseNet-cause.csv,Intrasentencial,"[('autoimmune_disease', 'joint_pain'), ('autoimmune_disease', 'fatigue')]",explicit,Yes,"['cause', 'causes']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
2986,"""We have learned that cerebrovascular disease and Alzheimer's disease may work together to cause cognitive impairment and the mixed disorder may be the most common type of dementia in older persons,"" Dr. Philip B. Gorelick, who helped write the new scientific statement, said in the news release.",CauseNet-cause.csv,Intrasentencial,"[('cerebrovascular_disease', 'cognitive_impairment'), (""alzheimer_'s_disease"", 'cognitive_impairment')]",explicit,Yes,['cause'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
6311,A steel building can result in lessened construction costs.,coling22-mining-health-related-statements_sentence_test_causenet_evaluations.csv,Intrasentencial,"[('steel building', 'lessened construction costs')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
464,Severe intoxication results in shock and death.,CauseNet-noncause.csv,Intrasentencial,"[('severe_intoxication', 'death')]",explicit,No,['results in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
5071,"For example, when reporting on CMP's effectiveness and comparing CMP to similar organizations, RAND at times combined data from CMP and its affiliate clubs and other times reported data from CMP and its affiliated clubs separately. According to RAND officials, the data were reported in the format they were provided to RAND. RAND also did not consistently specify whether calendar year or fiscal year data were used in its analyses, which can result in differences.",fincausal.csv,intrasentencial,"[('data format varied', 'rand reported cmp and affiliates inconsistently'), ('inconsistent timeframes used', 'differences in rand’s analyses'), ('unspecified calendar year', 'results differed across reports'), ('unspecified fiscal year', 'results differed across reports')]",explicit,Yes,['result in'],2e,"[('RAND did not consistently specify whether calendar year or fiscal year data were used in its analyses', 'differences')]",,['explicit'],['intrasentential'],0.0,incorrect,correct,correct
4301,"Given that tanning salon treatment by itself causes tanned skin, receiving such treatment would naturally lead to tanned skin regardless of beach attendance.",CausalBench_Text_Part.csv,intrasentencial,"[('tanning salon treatment', 'tanned skin'), ('beach attendance', 'tanned skin'), ('tanning salon treatment without beach attendance', 'tanned skin')]",explicit,Yes,"['causes', 'lead to']",2e,,,[],[],0.0,incorrect,incorrect,incorrect
7412,"The number of endangered monarch butterflies at their wintering areas in Mexico has decreased by 59% this year, marking the second lowest level since record keeping began. Experts attribute this decline to pesticide use and climate change. The annual butterfly count measures the area covered by clumped-together butterflies on tree branches in Mexico's mountain pine and fir forests.",causalprobe.csv,Intersentencial,"[('""pesticide use""', '""decline in the number of endangered monarch butterflies""'), ('""climate change""', '""decline in the number of endangered monarch butterflies""')]",implicit,Yes,,2h,,,[],[],0.0,incorrect,incorrect,incorrect
3516,"However, if the State had sought civil penalties pursuant to K.S.A. 83-501, rather than the KCPA, the trial court would have been required to take the following into consideration: ""(1) The extent of harm caused by the violation; (2) the nature and persistence of the violation; (3) the length of time over which the violation occurs; (4) any corrective actions taken; and (5) any and all relevant circumstances.""",CauseNet-cause.csv,Intrasentencial,"[('violation', 'harm')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
6502,"""If the cyst breaks open , pain may increase , and there may be swelling of the calf .""",medcaus.csv,Intrasentencial,"[('""if the cyst breaks open"",', '""pain may increase , and there may be swelling of the calf""]')]",implicit,No,,2b,,,[],[],0.0,incorrect,incorrect,incorrect
637,"A number of genetic defects can cause SCID , including IL-7 receptor deficiency , common gamma chain deficiency , and recombination activating gene deficiency .",medcaus.csv,Intrasentencial,"[('A number of genetic defects', 'SCID')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
68,An illness caused by Clostridium Perfringens is commonly diagnosed after symptoms occur.,CauseNet-cause.csv,Intrasentencial,"[('clostridium_perfringens', 'illness')]",explicit,No,"['cause', 'caused']",2a,"[('Clostridium Perfringens', 'illness')]",,['explicit'],['intrasentential'],0.5,incorrect,correct,correct
7854,The girl came across an unfamiliar word in her textbook. She looked the term up in the dictionary.,copa,Intersentential,"[(The girl came across an unfamiliar word in her textbook.), (She looked the term up in the dictionary.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
4381,"This question starts with a given result (a high hospital bill) and inquires about a different scenario potentially causing an increase in another outcome (thick lips). The statistics directly compared show that paying a low hospital bill, whether for young or old, results in higher probabilities of having thick lips than paying a high bill.",CausalBench_Text_Part.csv,intrasentencial,"[('low hospital bill in young individuals', 'thick lips'), ('low hospital bill in old individuals', 'thick lips'), ('high hospital bill in young individuals', 'not thick lips'), ('high hospital bill in old individuals', 'not thick lips')]",explicit,Yes,['results in'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
1574,"... > full story Boston, Mass. -- Infectious disease is a huge cause of death globally, and is a particular threat to newborns whose immune systems respond poorly to most vaccines.",CauseNet-cause.csv,Intrasentencial,"[('infectious_disease', 'death')]",explicit,No,['cause'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
870,Referred pain can happen when the damage causes altered signalling to other areas .,medcaus.csv,Intrasentencial,"[('the damage', 'altered signalling to other areas')]",explicit,No,"['cause', 'causes']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
1891,"Together with the MEGA O.I.S. for photo and the outstanding brightness of the lens, the DMC-FX77 powerfully prevents any kind of blur - whether the blur is caused by a handshake or the subject's motion in both photo and movie recording.",CauseNet-cause.csv,Intrasentencial,"[('handshake', 'blur')]",explicit,No,"['cause', 'caused']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
7723,The women met for coffee. They wanted to catch up with each other.,copa,Intersentential,"[(They wanted to catch up with each other.), (The women met for coffee.)]",implicit,No,,2d,,,[],[],0.0,incorrect,incorrect,incorrect
2565,"This TYLENOL WITH CODEINE may cause seizures, liver failure, and even death.",CauseNet-cause.csv,Intrasentencial,"[('tylenol', 'liver_failure'), ('tylenol', 'death')]",explicit,Yes,['cause'],2e,"[('TYLENOL WITH CODEINE', 'seizURES')]",,['explicit'],['intrasentential'],0.5,incorrect,correct,correct
8782,"""Distinct adolescent movement profiles were linked to differing cardiovascular risk trajectories, with the least active and least fit cluster showing the poorest risk profile. The stability of these movement phenotypes over time highlights their lasting influence. Insights from these clusters can drive early interventions to support long-term cardiovascular health.""",PubMed,Intersentential,"[(""movement profiles"", ""different risk trajectories""), (""phenotype stability"", ""lasting influence""), (""insights"", ""drive early interventions"")]",explicit,Yes,"""were linked to"", ""highlights"", ""can drive""",2g,,,[],[],0.0,incorrect,incorrect,incorrect
257,Whiplash is mainly caused by car accidents and this is the rapid force of head moving back and forth resulting in muscle and tendon damage.,CauseNet-cause.csv,Intrasentencial,"[('car_accidents', 'whiplash')]",explicit,No,"['cause', 'caused', 'resulting']",2a,,,[],[],0.0,incorrect,incorrect,incorrect
591,Others were tired of the heavy taxation which resulted in poverty and inequality for the peasant class.,CauseNet-noncause.csv,Intrasentencial,"[('heavy_taxation', 'poverty')]",explicit,No,['resulted in'],2a,,,[],[],0.0,incorrect,incorrect,incorrect
4705,"Record-breaking rain and extreme weather linked to climate change have caused flooding in the UK, threatening food production and livestock health. The National Farmers Union (NFU) is urging the government to provide more support to farmers affected by the floods and to bolster domestic food production.",causalprobe.csv,intrasentencial,"[('record-breaking rain and extreme weather linked to climate change', 'flooding in the uk'), ('flooding in the uk', 'threat to food production and livestock health'), ('flooding and its impacts', 'nfu urging government for more support to farmers'), ('nfu’s call for support', 'push to bolster domestic food production')]",explicit,Yes,['caused'],2e,,,[],[],0.0,incorrect,incorrect,incorrect
